test : 0	0.37865497076	0.339473684211	0.280263157895	0.395795330925	0.369970046125	0.338714542134
train : 0	0.507077140835	0.472823779193	0.41932059448	0.514753819825	0.489260236495	0.452754623153
best: 0	0.37865497076	0.339473684211	0.280263157895	0.395795330925	0.369970046125	0.338714542134
test : 0	0.37865497076	0.339912280702	0.280263157895	0.395795330925	0.370257776558	0.338736300571
train : 0	0.507077140835	0.472823779193	0.419532908705	0.51481904546	0.489291598374	0.452923176696
best: 0	0.37865497076	0.339912280702	0.280263157895	0.395795330925	0.370257776558	0.338736300571
test : 0	0.37865497076	0.340350877193	0.280263157895	0.395795330925	0.370525725711	0.338725066775
train : 0	0.507077140835	0.473036093418	0.419639065817	0.514753819825	0.489399520017	0.452984653259
best: 0	0.37865497076	0.340350877193	0.280263157895	0.395795330925	0.370525725711	0.338725066775
test : 0	0.37865497076	0.340350877193	0.280263157895	0.395795330925	0.370525725711	0.338743074111
train : 0	0.506723283793	0.473460721868	0.419957537155	0.514320872714	0.489520246622	0.453112890917
test : 0	0.37865497076	0.340789473684	0.280263157895	0.395660588495	0.37071607421	0.338718264709
train : 0	0.506723283793	0.473460721868	0.419957537155	0.514439507817	0.489590208942	0.453172599761
best: 0	0.37865497076	0.340789473684	0.280263157895	0.395660588495	0.37071607421	0.338718264709
test : 0	0.37865497076	0.340789473684	0.280263157895	0.395660588495	0.37071607421	0.338718264709
train : 0	0.506723283793	0.473673036093	0.42016985138	0.514439507817	0.489745270885	0.453333791923
test : 0	0.37865497076	0.340789473684	0.280263157895	0.395660588495	0.37071607421	0.338718264709
train : 0	0.507077140835	0.473885350318	0.42016985138	0.514753819825	0.489972432525	0.453411117554
test : 0	0.379385964912	0.340789473684	0.280263157895	0.396040406072	0.370702848032	0.33872252284
train : 0	0.507077140835	0.473885350318	0.42016985138	0.51468859419	0.489941070646	0.453408424895
test : 0	0.380116959064	0.340789473684	0.280263157895	0.396554966078	0.370754408894	0.338757639551
train : 0	0.507077140835	0.473673036093	0.42016985138	0.51468859419	0.489786008703	0.453400544801
test : 0	0.380116959064	0.341228070175	0.280263157895	0.396554966078	0.371042139327	0.338789016274
train : 0	0.507430997877	0.473885350318	0.420276008493	0.515002906197	0.489997391922	0.453535939124
best: 0	0.380116959064	0.341228070175	0.280263157895	0.396554966078	0.371042139327	0.338789016274
test : 0	0.380116959064	0.341228070175	0.280043859649	0.396554966078	0.371074734222	0.338706580965
train : 0	0.507430997877	0.473885350318	0.420488322718	0.515002906197	0.489997391922	0.453671592138
test : 0	0.380116959064	0.341228070175	0.279824561404	0.396554966078	0.371074734222	0.33855470404
train : 0	0.507430997877	0.473673036093	0.420806794055	0.515068131832	0.489921027121	0.453937774593
test : 0	0.380116959064	0.341228070175	0.279824561404	0.396554966078	0.371042139327	0.338546294362
train : 0	0.507784854919	0.473460721868	0.421125265393	0.515317218205	0.489854038259	0.454174798402
test : 0	0.380847953216	0.341228070175	0.279824561404	0.397069526085	0.371093700188	0.338586720935
train : 0	0.507784854919	0.473248407643	0.42101910828	0.51525199257	0.489683392859	0.454070430696
test : 0	0.380847953216	0.341228070175	0.280043859649	0.396689708508	0.370819195933	0.338549762969
train : 0	0.507784854919	0.473248407643	0.42101910828	0.515435853308	0.4898162739	0.45415292334
test : 0	0.381578947368	0.341228070175	0.280043859649	0.397584086092	0.371186716577	0.338900374248
train : 0	0.507784854919	0.473036093418	0.42101910828	0.515803574784	0.48995853088	0.454356534219
test : 0	0.381578947368	0.341228070175	0.279824561404	0.397718828521	0.371284098512	0.33882748442
train : 0	0.507784854919	0.473036093418	0.420912951168	0.515868800418	0.49000567118	0.454329486186
test : 0	0.381578947368	0.341666666667	0.279824561404	0.397718828521	0.371539234049	0.338870860425
train : 0	0.507784854919	0.473036093418	0.421125265393	0.515868800418	0.49000567118	0.454474905199
best: 0	0.381578947368	0.341666666667	0.279824561404	0.397718828521	0.371539234049	0.338870860425
